state,tid,spec,result,misc,exp_key,owner,version,book_time,refresh_time,loss,params
2,282,,"{'loss': 7.952726462267565, 'status': 'ok'}","{'tid': 282, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [282], 'd_hidden': [282], 'learning_rate': [282], 'num_hidden_layers': [282], 'seasonality_reg': [282], 'trend_reg': [282]}, 'vals': {'ar_reg': [0.00325133799075842], 'd_hidden': [21.0], 'learning_rate': [0.0010380981438824243], 'num_hidden_layers': [22.0], 'seasonality_reg': [2.087540916891761], 'trend_reg': [0.012092073216673523]}}",,,0,2023-05-16 11:24:03.315,2023-05-16 11:24:48.080,7.952726462267565,"{'ar_reg': [0.00325133799075842], 'd_hidden': [21.0], 'learning_rate': [0.0010380981438824243], 'num_hidden_layers': [22.0], 'seasonality_reg': [2.087540916891761], 'trend_reg': [0.012092073216673523]}"
2,710,,"{'loss': 7.965431261001988, 'status': 'ok'}","{'tid': 710, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [710], 'd_hidden': [710], 'learning_rate': [710], 'num_hidden_layers': [710], 'seasonality_reg': [710], 'trend_reg': [710]}, 'vals': {'ar_reg': [0.0003651410237126328], 'd_hidden': [8.0], 'learning_rate': [0.002069956146087923], 'num_hidden_layers': [26.0], 'seasonality_reg': [0.20612431506465548], 'trend_reg': [0.006665250175704419]}}",,,0,2023-05-16 16:54:14.707,2023-05-16 16:55:01.875,7.965431261001988,"{'ar_reg': [0.0003651410237126328], 'd_hidden': [8.0], 'learning_rate': [0.002069956146087923], 'num_hidden_layers': [26.0], 'seasonality_reg': [0.20612431506465548], 'trend_reg': [0.006665250175704419]}"
2,421,,"{'loss': 7.977191568218582, 'status': 'ok'}","{'tid': 421, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [421], 'd_hidden': [421], 'learning_rate': [421], 'num_hidden_layers': [421], 'seasonality_reg': [421], 'trend_reg': [421]}, 'vals': {'ar_reg': [0.0005482991410479293], 'd_hidden': [16.0], 'learning_rate': [0.0013844068944020736], 'num_hidden_layers': [22.0], 'seasonality_reg': [0.06562551203296457], 'trend_reg': [0.0015703397106323982]}}",,,0,2023-05-16 13:08:23.501,2023-05-16 13:09:08.645,7.977191568218582,"{'ar_reg': [0.0005482991410479293], 'd_hidden': [16.0], 'learning_rate': [0.0013844068944020736], 'num_hidden_layers': [22.0], 'seasonality_reg': [0.06562551203296457], 'trend_reg': [0.0015703397106323982]}"
2,428,,"{'loss': 7.999246643038412, 'status': 'ok'}","{'tid': 428, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [428], 'd_hidden': [428], 'learning_rate': [428], 'num_hidden_layers': [428], 'seasonality_reg': [428], 'trend_reg': [428]}, 'vals': {'ar_reg': [0.0004179323781338972], 'd_hidden': [20.0], 'learning_rate': [0.0012103039136371634], 'num_hidden_layers': [22.0], 'seasonality_reg': [0.011454464852761406], 'trend_reg': [0.005968681106556948]}}",,,0,2023-05-16 13:13:38.731,2023-05-16 13:14:24.025,7.999246643038412,"{'ar_reg': [0.0004179323781338972], 'd_hidden': [20.0], 'learning_rate': [0.0012103039136371634], 'num_hidden_layers': [22.0], 'seasonality_reg': [0.011454464852761406], 'trend_reg': [0.005968681106556948]}"
2,499,,"{'loss': 8.005541292397957, 'status': 'ok'}","{'tid': 499, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [499], 'd_hidden': [499], 'learning_rate': [499], 'num_hidden_layers': [499], 'seasonality_reg': [499], 'trend_reg': [499]}, 'vals': {'ar_reg': [0.00010492641468320587], 'd_hidden': [11.0], 'learning_rate': [0.0019607303243605466], 'num_hidden_layers': [24.0], 'seasonality_reg': [4.599737745935854], 'trend_reg': [0.0016937058422273306]}}",,,0,2023-05-16 14:06:54.686,2023-05-16 14:07:39.353,8.005541292397957,"{'ar_reg': [0.00010492641468320587], 'd_hidden': [11.0], 'learning_rate': [0.0019607303243605466], 'num_hidden_layers': [24.0], 'seasonality_reg': [4.599737745935854], 'trend_reg': [0.0016937058422273306]}"
2,609,,"{'loss': 8.010204996559647, 'status': 'ok'}","{'tid': 609, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [609], 'd_hidden': [609], 'learning_rate': [609], 'num_hidden_layers': [609], 'seasonality_reg': [609], 'trend_reg': [609]}, 'vals': {'ar_reg': [0.0009947297618877761], 'd_hidden': [12.0], 'learning_rate': [0.002804640783781501], 'num_hidden_layers': [15.0], 'seasonality_reg': [0.20217492844038362], 'trend_reg': [0.00631468571065339]}}",,,0,2023-05-16 15:30:25.668,2023-05-16 15:31:18.704,8.010204996559647,"{'ar_reg': [0.0009947297618877761], 'd_hidden': [12.0], 'learning_rate': [0.002804640783781501], 'num_hidden_layers': [15.0], 'seasonality_reg': [0.20217492844038362], 'trend_reg': [0.00631468571065339]}"
2,773,,"{'loss': 8.027825996508678, 'status': 'ok'}","{'tid': 773, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [773], 'd_hidden': [773], 'learning_rate': [773], 'num_hidden_layers': [773], 'seasonality_reg': [773], 'trend_reg': [773]}, 'vals': {'ar_reg': [0.0008913308764860152], 'd_hidden': [17.0], 'learning_rate': [0.0021228310296865782], 'num_hidden_layers': [26.0], 'seasonality_reg': [0.5819280486583991], 'trend_reg': [0.000744825005733588]}}",,,0,2023-05-16 17:46:17.191,2023-05-16 17:47:10.948,8.027825996508678,"{'ar_reg': [0.0008913308764860152], 'd_hidden': [17.0], 'learning_rate': [0.0021228310296865782], 'num_hidden_layers': [26.0], 'seasonality_reg': [0.5819280486583991], 'trend_reg': [0.000744825005733588]}"
2,328,,"{'loss': 8.028834620597143, 'status': 'ok'}","{'tid': 328, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [328], 'd_hidden': [328], 'learning_rate': [328], 'num_hidden_layers': [328], 'seasonality_reg': [328], 'trend_reg': [328]}, 'vals': {'ar_reg': [0.00020216760071866712], 'd_hidden': [7.0], 'learning_rate': [0.0025367741295204338], 'num_hidden_layers': [17.0], 'seasonality_reg': [0.9449721112124239], 'trend_reg': [0.0033821183072815326]}}",,,0,2023-05-16 11:58:35.225,2023-05-16 11:59:20.605,8.028834620597143,"{'ar_reg': [0.00020216760071866712], 'd_hidden': [7.0], 'learning_rate': [0.0025367741295204338], 'num_hidden_layers': [17.0], 'seasonality_reg': [0.9449721112124239], 'trend_reg': [0.0033821183072815326]}"
2,625,,"{'loss': 8.031637035433253, 'status': 'ok'}","{'tid': 625, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [625], 'd_hidden': [625], 'learning_rate': [625], 'num_hidden_layers': [625], 'seasonality_reg': [625], 'trend_reg': [625]}, 'vals': {'ar_reg': [0.00021391769901828726], 'd_hidden': [18.0], 'learning_rate': [0.003500763017939609], 'num_hidden_layers': [17.0], 'seasonality_reg': [0.9362276930701924], 'trend_reg': [0.002061694206091268]}}",,,0,2023-05-16 15:44:08.453,2023-05-16 15:44:54.048,8.031637035433253,"{'ar_reg': [0.00021391769901828726], 'd_hidden': [18.0], 'learning_rate': [0.003500763017939609], 'num_hidden_layers': [17.0], 'seasonality_reg': [0.9362276930701924], 'trend_reg': [0.002061694206091268]}"
2,739,,"{'loss': 8.032104083628424, 'status': 'ok'}","{'tid': 739, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [739], 'd_hidden': [739], 'learning_rate': [739], 'num_hidden_layers': [739], 'seasonality_reg': [739], 'trend_reg': [739]}, 'vals': {'ar_reg': [0.0008421330126340144], 'd_hidden': [6.0], 'learning_rate': [0.0013340033907545828], 'num_hidden_layers': [23.0], 'seasonality_reg': [0.0680025436651174], 'trend_reg': [0.11152867595553696]}}",,,0,2023-05-16 17:16:45.308,2023-05-16 17:17:30.227,8.032104083628424,"{'ar_reg': [0.0008421330126340144], 'd_hidden': [6.0], 'learning_rate': [0.0013340033907545828], 'num_hidden_layers': [23.0], 'seasonality_reg': [0.0680025436651174], 'trend_reg': [0.11152867595553696]}"
2,222,,"{'loss': 8.035440076297778, 'status': 'ok'}","{'tid': 222, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [222], 'd_hidden': [222], 'learning_rate': [222], 'num_hidden_layers': [222], 'seasonality_reg': [222], 'trend_reg': [222]}, 'vals': {'ar_reg': [0.0009503647099558914], 'd_hidden': [24.0], 'learning_rate': [0.002092391942830141], 'num_hidden_layers': [15.0], 'seasonality_reg': [0.12890912844949282], 'trend_reg': [0.0038760025133867918]}}",,,0,2023-05-16 10:39:04.654,2023-05-16 10:39:49.464,8.035440076297778,"{'ar_reg': [0.0009503647099558914], 'd_hidden': [24.0], 'learning_rate': [0.002092391942830141], 'num_hidden_layers': [15.0], 'seasonality_reg': [0.12890912844949282], 'trend_reg': [0.0038760025133867918]}"
2,758,,"{'loss': 8.037933698003261, 'status': 'ok'}","{'tid': 758, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [758], 'd_hidden': [758], 'learning_rate': [758], 'num_hidden_layers': [758], 'seasonality_reg': [758], 'trend_reg': [758]}, 'vals': {'ar_reg': [0.00042310467950768427], 'd_hidden': [14.0], 'learning_rate': [0.0010066454568627276], 'num_hidden_layers': [9.0], 'seasonality_reg': [0.19988144386488862], 'trend_reg': [0.010364433362805044]}}",,,0,2023-05-16 17:32:46.677,2023-05-16 17:33:45.990,8.037933698003261,"{'ar_reg': [0.00042310467950768427], 'd_hidden': [14.0], 'learning_rate': [0.0010066454568627276], 'num_hidden_layers': [9.0], 'seasonality_reg': [0.19988144386488862], 'trend_reg': [0.010364433362805044]}"
2,584,,"{'loss': 8.048158196275656, 'status': 'ok'}","{'tid': 584, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [584], 'd_hidden': [584], 'learning_rate': [584], 'num_hidden_layers': [584], 'seasonality_reg': [584], 'trend_reg': [584]}, 'vals': {'ar_reg': [0.0026149344442142545], 'd_hidden': [10.0], 'learning_rate': [0.002149379259290231], 'num_hidden_layers': [16.0], 'seasonality_reg': [0.07956386709080743], 'trend_reg': [0.012399770039484287]}}",,,0,2023-05-16 15:10:41.642,2023-05-16 15:11:26.561,8.048158196275656,"{'ar_reg': [0.0026149344442142545], 'd_hidden': [10.0], 'learning_rate': [0.002149379259290231], 'num_hidden_layers': [16.0], 'seasonality_reg': [0.07956386709080743], 'trend_reg': [0.012399770039484287]}"
2,778,,"{'loss': 8.050207348445845, 'status': 'ok'}","{'tid': 778, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [778], 'd_hidden': [778], 'learning_rate': [778], 'num_hidden_layers': [778], 'seasonality_reg': [778], 'trend_reg': [778]}, 'vals': {'ar_reg': [0.0036028260714978597], 'd_hidden': [20.0], 'learning_rate': [0.0019983990895237843], 'num_hidden_layers': [29.0], 'seasonality_reg': [0.2281161673598401], 'trend_reg': [0.0002462954024055801]}}",,,0,2023-05-16 17:50:46.797,2023-05-16 17:51:40.681,8.050207348445845,"{'ar_reg': [0.0036028260714978597], 'd_hidden': [20.0], 'learning_rate': [0.0019983990895237843], 'num_hidden_layers': [29.0], 'seasonality_reg': [0.2281161673598401], 'trend_reg': [0.0002462954024055801]}"
2,362,,"{'loss': 8.050249289472301, 'status': 'ok'}","{'tid': 362, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [362], 'd_hidden': [362], 'learning_rate': [362], 'num_hidden_layers': [362], 'seasonality_reg': [362], 'trend_reg': [362]}, 'vals': {'ar_reg': [0.001040578083241073], 'd_hidden': [5.0], 'learning_rate': [0.001861626009437835], 'num_hidden_layers': [17.0], 'seasonality_reg': [0.05276944082789187], 'trend_reg': [0.005594435385506649]}}",,,0,2023-05-16 12:24:06.041,2023-05-16 12:24:51.089,8.050249289472301,"{'ar_reg': [0.001040578083241073], 'd_hidden': [5.0], 'learning_rate': [0.001861626009437835], 'num_hidden_layers': [17.0], 'seasonality_reg': [0.05276944082789187], 'trend_reg': [0.005594435385506649]}"
2,317,,"{'loss': 8.052325714550669, 'status': 'ok'}","{'tid': 317, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [317], 'd_hidden': [317], 'learning_rate': [317], 'num_hidden_layers': [317], 'seasonality_reg': [317], 'trend_reg': [317]}, 'vals': {'ar_reg': [0.00014608951951927053], 'd_hidden': [13.0], 'learning_rate': [0.004221497521403707], 'num_hidden_layers': [14.0], 'seasonality_reg': [0.3430932209480513], 'trend_reg': [0.0015491521038261005]}}",,,0,2023-05-16 11:50:18.572,2023-05-16 11:51:03.523,8.052325714550669,"{'ar_reg': [0.00014608951951927053], 'd_hidden': [13.0], 'learning_rate': [0.004221497521403707], 'num_hidden_layers': [14.0], 'seasonality_reg': [0.3430932209480513], 'trend_reg': [0.0015491521038261005]}"
2,615,,"{'loss': 8.065680974039335, 'status': 'ok'}","{'tid': 615, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [615], 'd_hidden': [615], 'learning_rate': [615], 'num_hidden_layers': [615], 'seasonality_reg': [615], 'trend_reg': [615]}, 'vals': {'ar_reg': [0.0002918364341850841], 'd_hidden': [22.0], 'learning_rate': [0.0030713863861421115], 'num_hidden_layers': [15.0], 'seasonality_reg': [0.6002196484508728], 'trend_reg': [0.0036257800202163866]}}",,,0,2023-05-16 15:35:44.984,2023-05-16 15:36:38.883,8.065680974039335,"{'ar_reg': [0.0002918364341850841], 'd_hidden': [22.0], 'learning_rate': [0.0030713863861421115], 'num_hidden_layers': [15.0], 'seasonality_reg': [0.6002196484508728], 'trend_reg': [0.0036257800202163866]}"
2,39,,"{'loss': 8.0681934270782, 'status': 'ok'}","{'tid': 39, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [39], 'd_hidden': [39], 'learning_rate': [39], 'num_hidden_layers': [39], 'seasonality_reg': [39], 'trend_reg': [39]}, 'vals': {'ar_reg': [0.001696748775934947], 'd_hidden': [33.0], 'learning_rate': [0.004467484069971155], 'num_hidden_layers': [5.0], 'seasonality_reg': [0.14365911858995384], 'trend_reg': [0.00025517933826975836]}}",,,0,2023-05-16 08:21:01.554,2023-05-16 08:21:46.258,8.0681934270782,"{'ar_reg': [0.001696748775934947], 'd_hidden': [33.0], 'learning_rate': [0.004467484069971155], 'num_hidden_layers': [5.0], 'seasonality_reg': [0.14365911858995384], 'trend_reg': [0.00025517933826975836]}"
2,456,,"{'loss': 8.076008708181881, 'status': 'ok'}","{'tid': 456, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [456], 'd_hidden': [456], 'learning_rate': [456], 'num_hidden_layers': [456], 'seasonality_reg': [456], 'trend_reg': [456]}, 'vals': {'ar_reg': [0.00024254239628779386], 'd_hidden': [11.0], 'learning_rate': [0.0023540272588457385], 'num_hidden_layers': [22.0], 'seasonality_reg': [0.018178334835744877], 'trend_reg': [0.0017587647820808306]}}",,,0,2023-05-16 13:34:40.422,2023-05-16 13:35:25.225,8.076008708181881,"{'ar_reg': [0.00024254239628779386], 'd_hidden': [11.0], 'learning_rate': [0.0023540272588457385], 'num_hidden_layers': [22.0], 'seasonality_reg': [0.018178334835744877], 'trend_reg': [0.0017587647820808306]}"
2,575,,"{'loss': 8.078725656765211, 'status': 'ok'}","{'tid': 575, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [575], 'd_hidden': [575], 'learning_rate': [575], 'num_hidden_layers': [575], 'seasonality_reg': [575], 'trend_reg': [575]}, 'vals': {'ar_reg': [0.00013275203256946083], 'd_hidden': [23.0], 'learning_rate': [0.0023567952720567158], 'num_hidden_layers': [19.0], 'seasonality_reg': [0.004547937989492126], 'trend_reg': [0.00550619654002957]}}",,,0,2023-05-16 15:03:56.621,2023-05-16 15:04:41.532,8.078725656765211,"{'ar_reg': [0.00013275203256946083], 'd_hidden': [23.0], 'learning_rate': [0.0023567952720567158], 'num_hidden_layers': [19.0], 'seasonality_reg': [0.004547937989492126], 'trend_reg': [0.00550619654002957]}"
2,667,,"{'loss': 8.080592513897436, 'status': 'ok'}","{'tid': 667, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [667], 'd_hidden': [667], 'learning_rate': [667], 'num_hidden_layers': [667], 'seasonality_reg': [667], 'trend_reg': [667]}, 'vals': {'ar_reg': [0.17963150575952955], 'd_hidden': [6.0], 'learning_rate': [0.0014592540360115166], 'num_hidden_layers': [28.0], 'seasonality_reg': [2.053513671239819], 'trend_reg': [0.0011106763484685744]}}",,,0,2023-05-16 16:19:00.926,2023-05-16 16:19:55.699,8.080592513897436,"{'ar_reg': [0.17963150575952955], 'd_hidden': [6.0], 'learning_rate': [0.0014592540360115166], 'num_hidden_layers': [28.0], 'seasonality_reg': [2.053513671239819], 'trend_reg': [0.0011106763484685744]}"
2,327,,"{'loss': 8.082355887770927, 'status': 'ok'}","{'tid': 327, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [327], 'd_hidden': [327], 'learning_rate': [327], 'num_hidden_layers': [327], 'seasonality_reg': [327], 'trend_reg': [327]}, 'vals': {'ar_reg': [0.00010168326632907757], 'd_hidden': [8.0], 'learning_rate': [0.002270999586549599], 'num_hidden_layers': [17.0], 'seasonality_reg': [0.6971170159575132], 'trend_reg': [0.001489355156545209]}}",,,0,2023-05-16 11:57:49.637,2023-05-16 11:58:35.178,8.082355887770927,"{'ar_reg': [0.00010168326632907757], 'd_hidden': [8.0], 'learning_rate': [0.002270999586549599], 'num_hidden_layers': [17.0], 'seasonality_reg': [0.6971170159575132], 'trend_reg': [0.001489355156545209]}"
2,410,,"{'loss': 8.084541267534973, 'status': 'ok'}","{'tid': 410, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [410], 'd_hidden': [410], 'learning_rate': [410], 'num_hidden_layers': [410], 'seasonality_reg': [410], 'trend_reg': [410]}, 'vals': {'ar_reg': [0.003884005148871774], 'd_hidden': [7.0], 'learning_rate': [0.0028737246790525553], 'num_hidden_layers': [24.0], 'seasonality_reg': [0.050439631972872274], 'trend_reg': [0.004462661166169282]}}",,,0,2023-05-16 13:00:09.887,2023-05-16 13:00:54.741,8.084541267534973,"{'ar_reg': [0.003884005148871774], 'd_hidden': [7.0], 'learning_rate': [0.0028737246790525553], 'num_hidden_layers': [24.0], 'seasonality_reg': [0.050439631972872274], 'trend_reg': [0.004462661166169282]}"
2,732,,"{'loss': 8.084776162160454, 'status': 'ok'}","{'tid': 732, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [732], 'd_hidden': [732], 'learning_rate': [732], 'num_hidden_layers': [732], 'seasonality_reg': [732], 'trend_reg': [732]}, 'vals': {'ar_reg': [0.0003832648677055113], 'd_hidden': [9.0], 'learning_rate': [0.0024651537207687115], 'num_hidden_layers': [24.0], 'seasonality_reg': [0.027582622473772123], 'trend_reg': [0.011515478799994879]}}",,,0,2023-05-16 17:11:28.964,2023-05-16 17:12:14.160,8.084776162160454,"{'ar_reg': [0.0003832648677055113], 'd_hidden': [9.0], 'learning_rate': [0.0024651537207687115], 'num_hidden_layers': [24.0], 'seasonality_reg': [0.027582622473772123], 'trend_reg': [0.011515478799994879]}"
2,565,,"{'loss': 8.088238892481288, 'status': 'ok'}","{'tid': 565, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [565], 'd_hidden': [565], 'learning_rate': [565], 'num_hidden_layers': [565], 'seasonality_reg': [565], 'trend_reg': [565]}, 'vals': {'ar_reg': [0.0010164797532542966], 'd_hidden': [25.0], 'learning_rate': [0.0027713068847339054], 'num_hidden_layers': [20.0], 'seasonality_reg': [4.402626623868812], 'trend_reg': [0.0013345548942372912]}}",,,0,2023-05-16 14:56:24.580,2023-05-16 14:57:10.255,8.088238892481288,"{'ar_reg': [0.0010164797532542966], 'd_hidden': [25.0], 'learning_rate': [0.0027713068847339054], 'num_hidden_layers': [20.0], 'seasonality_reg': [4.402626623868812], 'trend_reg': [0.0013345548942372912]}"
2,639,,"{'loss': 8.089252326585784, 'status': 'ok'}","{'tid': 639, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [639], 'd_hidden': [639], 'learning_rate': [639], 'num_hidden_layers': [639], 'seasonality_reg': [639], 'trend_reg': [639]}, 'vals': {'ar_reg': [0.0005298901617275213], 'd_hidden': [8.0], 'learning_rate': [0.001973508556549589], 'num_hidden_layers': [17.0], 'seasonality_reg': [2.3845104031742057], 'trend_reg': [0.001610550114884872]}}",,,0,2023-05-16 15:54:54.451,2023-05-16 15:55:41.032,8.089252326585784,"{'ar_reg': [0.0005298901617275213], 'd_hidden': [8.0], 'learning_rate': [0.001973508556549589], 'num_hidden_layers': [17.0], 'seasonality_reg': [2.3845104031742057], 'trend_reg': [0.001610550114884872]}"
2,567,,"{'loss': 8.094868659821554, 'status': 'ok'}","{'tid': 567, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [567], 'd_hidden': [567], 'learning_rate': [567], 'num_hidden_layers': [567], 'seasonality_reg': [567], 'trend_reg': [567]}, 'vals': {'ar_reg': [0.0002272643510993757], 'd_hidden': [13.0], 'learning_rate': [0.002012303466856079], 'num_hidden_layers': [14.0], 'seasonality_reg': [0.006036441873653779], 'trend_reg': [0.007797616383329549]}}",,,0,2023-05-16 14:57:55.553,2023-05-16 14:58:40.821,8.094868659821554,"{'ar_reg': [0.0002272643510993757], 'd_hidden': [13.0], 'learning_rate': [0.002012303466856079], 'num_hidden_layers': [14.0], 'seasonality_reg': [0.006036441873653779], 'trend_reg': [0.007797616383329549]}"
2,601,,"{'loss': 8.096717641858277, 'status': 'ok'}","{'tid': 601, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [601], 'd_hidden': [601], 'learning_rate': [601], 'num_hidden_layers': [601], 'seasonality_reg': [601], 'trend_reg': [601]}, 'vals': {'ar_reg': [0.0015661355579953847], 'd_hidden': [19.0], 'learning_rate': [0.0024100676858016612], 'num_hidden_layers': [16.0], 'seasonality_reg': [0.04377634419129087], 'trend_reg': [0.003324210552872195]}}",,,0,2023-05-16 15:23:29.009,2023-05-16 15:24:13.748,8.096717641858277,"{'ar_reg': [0.0015661355579953847], 'd_hidden': [19.0], 'learning_rate': [0.0024100676858016612], 'num_hidden_layers': [16.0], 'seasonality_reg': [0.04377634419129087], 'trend_reg': [0.003324210552872195]}"
2,527,,"{'loss': 8.098255011407836, 'status': 'ok'}","{'tid': 527, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [527], 'd_hidden': [527], 'learning_rate': [527], 'num_hidden_layers': [527], 'seasonality_reg': [527], 'trend_reg': [527]}, 'vals': {'ar_reg': [0.00042201540436494607], 'd_hidden': [19.0], 'learning_rate': [0.003623475619047174], 'num_hidden_layers': [24.0], 'seasonality_reg': [1.5237320516874893], 'trend_reg': [0.007090569016909238]}}",,,0,2023-05-16 14:27:53.801,2023-05-16 14:28:38.716,8.098255011407836,"{'ar_reg': [0.00042201540436494607], 'd_hidden': [19.0], 'learning_rate': [0.003623475619047174], 'num_hidden_layers': [24.0], 'seasonality_reg': [1.5237320516874893], 'trend_reg': [0.007090569016909238]}"
2,405,,"{'loss': 8.10540704492225, 'status': 'ok'}","{'tid': 405, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [405], 'd_hidden': [405], 'learning_rate': [405], 'num_hidden_layers': [405], 'seasonality_reg': [405], 'trend_reg': [405]}, 'vals': {'ar_reg': [0.0028567503687225923], 'd_hidden': [4.0], 'learning_rate': [0.002044540827314387], 'num_hidden_layers': [19.0], 'seasonality_reg': [0.23989446854847662], 'trend_reg': [0.002871226735437866]}}",,,0,2023-05-16 12:56:23.129,2023-05-16 12:57:09.116,8.10540704492225,"{'ar_reg': [0.0028567503687225923], 'd_hidden': [4.0], 'learning_rate': [0.002044540827314387], 'num_hidden_layers': [19.0], 'seasonality_reg': [0.23989446854847662], 'trend_reg': [0.002871226735437866]}"
2,795,,"{'loss': 8.105634506782984, 'status': 'ok'}","{'tid': 795, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [795], 'd_hidden': [795], 'learning_rate': [795], 'num_hidden_layers': [795], 'seasonality_reg': [795], 'trend_reg': [795]}, 'vals': {'ar_reg': [0.0005399771792588442], 'd_hidden': [15.0], 'learning_rate': [0.0032222784695348323], 'num_hidden_layers': [25.0], 'seasonality_reg': [0.5613893138909918], 'trend_reg': [0.0022237086702208008]}}",,,0,2023-05-16 18:05:12.986,2023-05-16 18:05:58.861,8.105634506782984,"{'ar_reg': [0.0005399771792588442], 'd_hidden': [15.0], 'learning_rate': [0.0032222784695348323], 'num_hidden_layers': [25.0], 'seasonality_reg': [0.5613893138909918], 'trend_reg': [0.0022237086702208008]}"
2,137,,"{'loss': 8.10730937817804, 'status': 'ok'}","{'tid': 137, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [137], 'd_hidden': [137], 'learning_rate': [137], 'num_hidden_layers': [137], 'seasonality_reg': [137], 'trend_reg': [137]}, 'vals': {'ar_reg': [0.0022338790593405726], 'd_hidden': [25.0], 'learning_rate': [0.0016944721407298107], 'num_hidden_layers': [1.0], 'seasonality_reg': [0.0004983462427285965], 'trend_reg': [0.0001219742958811322]}}",,,0,2023-05-16 09:35:34.214,2023-05-16 09:36:18.794,8.10730937817804,"{'ar_reg': [0.0022338790593405726], 'd_hidden': [25.0], 'learning_rate': [0.0016944721407298107], 'num_hidden_layers': [1.0], 'seasonality_reg': [0.0004983462427285965], 'trend_reg': [0.0001219742958811322]}"
2,543,,"{'loss': 8.108950671614467, 'status': 'ok'}","{'tid': 543, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'ar_reg': [543], 'd_hidden': [543], 'learning_rate': [543], 'num_hidden_layers': [543], 'seasonality_reg': [543], 'trend_reg': [543]}, 'vals': {'ar_reg': [0.00010259465717965053], 'd_hidden': [20.0], 'learning_rate': [0.0025653499248581594], 'num_hidden_layers': [21.0], 'seasonality_reg': [0.18222753715023438], 'trend_reg': [0.0003224444771289381]}}",,,0,2023-05-16 14:39:54.528,2023-05-16 14:40:39.866,8.108950671614467,"{'ar_reg': [0.00010259465717965053], 'd_hidden': [20.0], 'learning_rate': [0.0025653499248581594], 'num_hidden_layers': [21.0], 'seasonality_reg': [0.18222753715023438], 'trend_reg': [0.0003224444771289381]}"
