ds,y,AWND_x,PRCP_x,SNWD_x,SNOW_x,TMAX_x,TMIN_x,AWND_y,PRCP_y,SNWD_y,SNOW_y,TMAX_y,TMIN_y
2017-09-15,46,3.36,0.0,0.0,0.0,87.0,62.0,3.36,0.0,0.0,0.0,87.0,62.0
2017-09-16,32,3.36,0.0,0.0,0.0,90.0,65.0,3.36,0.0,0.0,0.0,90.0,65.0
2017-09-17,33,2.91,0.0,0.0,0.0,92.0,68.0,2.91,0.0,0.0,0.0,92.0,68.0
2017-09-18,48,4.25,0.0,0.0,0.0,91.0,70.0,4.25,0.0,0.0,0.0,91.0,70.0
2017-09-19,34,5.37,0.0,0.0,0.0,90.0,69.0,5.37,0.0,0.0,0.0,90.0,69.0
2017-09-20,34,7.38,0.0,0.0,0.0,92.0,71.0,7.38,0.0,0.0,0.0,92.0,71.0
2017-09-21,43,5.14,0.0,0.0,0.0,91.0,71.0,5.14,0.0,0.0,0.0,91.0,71.0
2017-09-22,46,2.01,0.0,0.0,0.0,93.0,71.0,2.01,0.0,0.0,0.0,93.0,71.0
2017-09-23,51,4.03,0.0,0.0,0.0,92.0,70.0,4.03,0.0,0.0,0.0,92.0,70.0
2017-09-24,37,4.03,0.0,0.0,0.0,91.0,69.0,4.03,0.0,0.0,0.0,91.0,69.0
2017-09-25,43,4.47,0.0,0.0,0.0,89.0,66.0,4.47,0.0,0.0,0.0,89.0,66.0
2017-09-26,28,2.24,0.0,0.0,0.0,88.0,66.0,2.24,0.0,0.0,0.0,88.0,66.0
2017-09-27,45,6.04,0.0,0.0,0.0,89.0,70.0,6.04,0.0,0.0,0.0,89.0,70.0
2017-09-28,38,9.4,0.0,0.0,0.0,84.0,65.0,9.4,0.0,0.0,0.0,84.0,65.0
2017-09-29,36,8.5,0.0,0.0,0.0,83.0,62.0,8.5,0.0,0.0,0.0,83.0,62.0
2017-09-30,56,9.17,0.0,0.0,0.0,82.0,58.0,9.17,0.0,0.0,0.0,82.0,58.0
2017-10-01,56,6.26,0.0,0.0,0.0,83.0,56.0,6.26,0.0,0.0,0.0,83.0,56.0
2017-10-02,52,10.07,0.06,0.0,0.0,83.0,66.0,10.07,0.06,0.0,0.0,83.0,66.0
2017-10-03,46,6.71,0.16,0.0,0.0,82.0,69.0,6.71,0.16,0.0,0.0,82.0,69.0
2017-10-04,36,5.37,0.0,0.0,0.0,85.0,66.0,5.37,0.0,0.0,0.0,85.0,66.0
2017-10-05,38,2.68,0.0,0.0,0.0,85.0,63.0,2.68,0.0,0.0,0.0,85.0,63.0
2017-10-06,60,5.59,0.0,0.0,0.0,85.0,61.0,5.59,0.0,0.0,0.0,85.0,61.0
2017-10-07,37,7.83,0.0,0.0,0.0,90.0,65.0,7.83,0.0,0.0,0.0,90.0,65.0
2017-10-08,30,3.8,0.0,0.0,0.0,89.0,69.0,3.8,0.0,0.0,0.0,89.0,69.0
2017-10-09,35,4.25,0.0,0.0,0.0,91.0,68.0,4.25,0.0,0.0,0.0,91.0,68.0
2017-10-10,43,10.96,0.0,0.0,0.0,85.0,55.0,10.96,0.0,0.0,0.0,85.0,55.0
2017-10-11,42,6.49,0.0,0.0,0.0,69.0,53.0,6.49,0.0,0.0,0.0,69.0,53.0
2017-10-12,47,2.91,0.0,0.0,0.0,77.0,50.0,2.91,0.0,0.0,0.0,77.0,50.0
2017-10-13,53,4.25,0.0,0.0,0.0,85.0,57.0,4.25,0.0,0.0,0.0,85.0,57.0
2017-10-14,52,6.71,0.0,0.0,0.0,90.0,61.0,6.71,0.0,0.0,0.0,90.0,61.0
2017-10-15,34,10.29,0.24,0.0,0.0,76.0,53.0,10.29,0.24,0.0,0.0,76.0,53.0
2017-10-16,48,6.71,0.0,0.0,0.0,69.0,46.0,6.71,0.0,0.0,0.0,69.0,46.0
2017-10-17,38,1.57,0.0,0.0,0.0,72.0,42.0,1.57,0.0,0.0,0.0,72.0,42.0
2017-10-18,46,5.82,0.0,0.0,0.0,77.0,44.0,5.82,0.0,0.0,0.0,77.0,44.0
2017-10-19,51,2.24,0.0,0.0,0.0,79.0,47.0,2.24,0.0,0.0,0.0,79.0,47.0
2017-10-20,65,2.91,0.0,0.0,0.0,75.0,50.0,2.91,0.0,0.0,0.0,75.0,50.0
2017-10-21,60,7.61,0.04,0.0,0.0,81.0,57.0,7.61,0.04,0.0,0.0,81.0,57.0
2017-10-22,38,9.84,0.49,0.0,0.0,74.0,53.0,9.84,0.49,0.0,0.0,74.0,53.0
2017-10-23,51,9.17,0.0,0.0,0.0,76.0,44.0,9.17,0.0,0.0,0.0,76.0,44.0
2017-10-24,41,13.42,0.0,0.0,0.0,66.0,46.0,13.42,0.0,0.0,0.0,66.0,46.0
2017-10-25,37,9.62,0.0,0.0,0.0,71.0,38.0,9.62,0.0,0.0,0.0,71.0,38.0
2017-10-26,31,8.05,0.0,0.0,0.0,80.0,43.0,8.05,0.0,0.0,0.0,80.0,43.0
2017-10-27,42,9.4,0.25,0.0,0.0,61.0,39.0,9.4,0.25,0.0,0.0,61.0,39.0
2017-10-28,45,8.05,0.0,0.0,0.0,51.0,31.0,8.05,0.0,0.0,0.0,51.0,31.0
2017-10-29,36,5.37,0.0,0.0,0.0,63.0,28.0,5.37,0.0,0.0,0.0,63.0,28.0
2017-10-30,46,5.82,0.0,0.0,0.0,73.0,37.0,5.82,0.0,0.0,0.0,73.0,37.0
2017-10-31,30,7.16,0.13,0.0,0.0,49.0,40.0,7.16,0.13,0.0,0.0,49.0,40.0
2017-11-01,44,6.71,0.07,0.0,0.0,67.0,44.0,6.71,0.07,0.0,0.0,67.0,44.0
2017-11-02,47,10.29,0.0,0.0,0.0,83.0,64.0,10.29,0.0,0.0,0.0,83.0,64.0
2017-11-03,46,7.61,0.01,0.0,0.0,85.0,62.0,7.61,0.01,0.0,0.0,85.0,62.0
2017-11-04,37,7.61,0.0,0.0,0.0,83.0,59.0,7.61,0.0,0.0,0.0,83.0,59.0
2017-11-05,39,11.41,0.0,0.0,0.0,80.0,69.0,11.41,0.0,0.0,0.0,80.0,69.0
2017-11-06,44,8.05,0.01,0.0,0.0,71.0,54.0,8.05,0.01,0.0,0.0,71.0,54.0
2017-11-07,44,7.83,0.0,0.0,0.0,56.0,49.0,7.83,0.0,0.0,0.0,56.0,49.0
2017-11-08,50,8.28,0.0,0.0,0.0,52.0,44.0,8.28,0.0,0.0,0.0,52.0,44.0
2017-11-09,49,4.03,0.0,0.0,0.0,64.0,38.0,4.03,0.0,0.0,0.0,64.0,38.0
2017-11-10,47,7.83,0.0,0.0,0.0,58.0,37.0,7.83,0.0,0.0,0.0,58.0,37.0
2017-11-11,37,5.59,0.0,0.0,0.0,63.0,33.0,5.59,0.0,0.0,0.0,63.0,33.0
2017-11-12,42,3.36,0.0,0.0,0.0,72.0,51.0,3.36,0.0,0.0,0.0,72.0,51.0
2017-11-13,43,7.16,0.0,0.0,0.0,62.0,41.0,7.16,0.0,0.0,0.0,62.0,41.0
2017-11-14,44,4.7,0.0,0.0,0.0,62.0,40.0,4.7,0.0,0.0,0.0,62.0,40.0
2017-11-15,32,3.13,0.32,0.0,0.0,61.0,50.0,3.13,0.32,0.0,0.0,61.0,50.0
2017-11-16,39,5.59,0.0,0.0,0.0,61.0,44.0,5.59,0.0,0.0,0.0,61.0,44.0
2017-11-17,33,11.41,0.0,0.0,0.0,73.0,51.0,11.41,0.0,0.0,0.0,73.0,51.0
2017-11-18,55,18.79,0.01,0.0,0.0,78.0,42.0,18.79,0.01,0.0,0.0,78.0,42.0
2017-11-19,26,6.71,0.0,0.0,0.0,58.0,34.0,6.71,0.0,0.0,0.0,58.0,34.0
2017-11-20,34,5.82,0.0,0.0,0.0,59.0,29.0,5.82,0.0,0.0,0.0,59.0,29.0
2017-11-21,41,4.25,0.0,0.0,0.0,62.0,35.0,4.25,0.0,0.0,0.0,62.0,35.0
2017-11-22,34,6.93,0.0,0.0,0.0,51.0,30.0,6.93,0.0,0.0,0.0,51.0,30.0
2017-11-23,27,2.24,0.0,0.0,0.0,59.0,29.0,2.24,0.0,0.0,0.0,59.0,29.0
2017-11-24,30,6.93,0.0,0.0,0.0,69.0,34.0,6.93,0.0,0.0,0.0,69.0,34.0
2017-11-25,46,5.14,0.0,0.0,0.0,72.0,41.0,5.14,0.0,0.0,0.0,72.0,41.0
2017-11-26,34,2.46,0.0,0.0,0.0,67.0,35.0,2.46,0.0,0.0,0.0,67.0,35.0
2017-11-27,46,5.82,0.0,0.0,0.0,71.0,34.0,5.82,0.0,0.0,0.0,71.0,34.0
2017-11-28,42,7.38,0.0,0.0,0.0,70.0,42.0,7.38,0.0,0.0,0.0,70.0,42.0
2017-11-29,54,4.25,0.0,0.0,0.0,72.0,40.0,4.25,0.0,0.0,0.0,72.0,40.0
2017-11-30,41,8.05,0.0,0.0,0.0,69.0,45.0,8.05,0.0,0.0,0.0,69.0,45.0
2017-12-01,43,4.25,0.0,0.0,0.0,60.0,39.0,4.25,0.0,0.0,0.0,60.0,39.0
2017-12-02,54,2.01,0.0,0.0,0.0,68.0,39.0,2.01,0.0,0.0,0.0,68.0,39.0
2017-12-03,40,5.14,0.0,0.0,0.0,73.0,47.0,5.14,0.0,0.0,0.0,73.0,47.0
2017-12-04,32,7.38,0.65,0.0,0.0,69.0,48.0,7.38,0.65,0.0,0.0,69.0,48.0
2017-12-05,37,9.4,0.2,0.0,0.0,60.0,37.0,9.4,0.2,0.0,0.0,60.0,37.0
2017-12-06,35,5.82,0.0,0.0,0.0,52.0,37.0,5.82,0.0,0.0,0.0,52.0,37.0
2017-12-07,48,9.4,0.0,0.0,0.0,43.0,31.0,9.4,0.0,0.0,0.0,43.0,31.0
2017-12-08,35,4.47,0.0,0.0,0.0,42.0,25.0,4.47,0.0,0.0,0.0,42.0,25.0
2017-12-09,42,9.4,0.0,0.0,0.0,53.0,24.0,9.4,0.0,0.0,0.0,53.0,24.0
2017-12-10,25,7.61,0.0,0.0,0.0,62.0,26.0,7.61,0.0,0.0,0.0,62.0,26.0
2017-12-11,41,8.28,0.0,0.0,0.0,72.0,34.0,8.28,0.0,0.0,0.0,72.0,34.0
2017-12-12,47,11.18,0.0,0.0,0.0,54.0,33.0,11.18,0.0,0.0,0.0,54.0,33.0
2017-12-13,32,9.4,0.0,0.0,0.0,64.0,27.0,9.4,0.0,0.0,0.0,64.0,27.0
2017-12-14,55,7.16,0.0,0.0,0.0,55.0,35.0,7.16,0.0,0.0,0.0,55.0,35.0
2017-12-15,41,5.82,0.0,0.0,0.0,53.0,27.0,5.82,0.0,0.0,0.0,53.0,27.0
2017-12-16,33,5.82,0.09,0.0,0.0,56.0,27.0,5.82,0.09,0.0,0.0,56.0,27.0
2017-12-17,48,3.8,0.98,0.0,0.0,46.0,42.0,3.8,0.98,0.0,0.0,46.0,42.0
2017-12-18,48,6.26,0.0,0.0,0.0,57.0,42.0,6.26,0.0,0.0,0.0,57.0,42.0
2017-12-19,40,3.8,1.04,0.0,0.0,56.0,46.0,3.8,1.04,0.0,0.0,56.0,46.0
2017-12-20,48,8.05,0.42,0.0,0.0,60.0,49.0,8.05,0.42,0.0,0.0,60.0,49.0
2017-12-21,43,6.26,0.0,0.0,0.0,64.0,48.0,6.26,0.0,0.0,0.0,64.0,48.0
2017-12-22,45,6.49,4.33,0.0,0.0,61.0,47.0,6.49,4.33,0.0,0.0,61.0,47.0
2017-12-23,38,8.72,0.02,0.0,0.0,47.0,39.0,8.72,0.02,0.0,0.0,47.0,39.0
2017-12-24,39,8.05,0.0,0.0,0.0,45.0,29.0,8.05,0.0,0.0,0.0,45.0,29.0
2017-12-25,24,6.71,0.0,0.0,0.0,37.0,27.0,6.71,0.0,0.0,0.0,37.0,27.0
2017-12-26,28,7.83,0.0,0.0,0.0,40.0,27.0,7.83,0.0,0.0,0.0,40.0,27.0
2017-12-27,31,12.08,0.0,0.0,0.0,34.0,20.0,12.08,0.0,0.0,0.0,34.0,20.0
2017-12-28,40,5.82,0.0,0.0,0.0,32.0,15.0,5.82,0.0,0.0,0.0,32.0,15.0
2017-12-29,39,4.47,0.0,0.0,0.0,45.0,22.0,4.47,0.0,0.0,0.0,45.0,22.0
2017-12-30,40,8.5,0.0,0.0,0.0,42.0,29.0,8.5,0.0,0.0,0.0,42.0,29.0
2017-12-31,30,13.42,0.0,0.0,0.0,31.0,16.0,13.42,0.0,0.0,0.0,31.0,16.0
2018-01-01,68,10.96,0.0,0.0,0.0,24.0,10.0,10.96,0.0,0.0,0.0,24.0,10.0
2018-01-02,34,6.49,0.0,0.0,0.0,23.0,11.0,6.49,0.0,0.0,0.0,23.0,11.0
2018-01-03,31,6.93,0.0,0.0,0.0,40.0,14.0,6.93,0.0,0.0,0.0,40.0,14.0
2018-01-04,40,4.47,0.0,0.0,0.0,38.0,21.0,4.47,0.0,0.0,0.0,38.0,21.0
2018-01-05,39,5.14,0.0,0.0,0.0,50.0,16.0,5.14,0.0,0.0,0.0,50.0,16.0
2018-01-06,34,9.17,0.0,0.0,0.0,39.0,21.0,9.17,0.0,0.0,0.0,39.0,21.0
2018-01-07,31,8.28,0.29,0.0,0.0,48.0,24.0,8.28,0.29,0.0,0.0,48.0,24.0
2018-01-08,40,7.61,0.18,0.0,0.0,47.0,41.0,7.61,0.18,0.0,0.0,47.0,41.0
2018-01-09,40,5.14,0.0,0.0,0.0,46.0,41.0,5.14,0.0,0.0,0.0,46.0,41.0
2018-01-10,39,6.71,0.07,0.0,0.0,58.0,43.0,6.71,0.07,0.0,0.0,58.0,43.0
2018-01-11,36,10.07,0.36,0.0,0.0,65.0,31.0,10.07,0.36,0.0,0.0,65.0,31.0
2018-01-12,34,15.43,0.0,0.0,0.0,39.0,23.0,15.43,0.0,0.0,0.0,39.0,23.0
2018-01-13,41,7.38,0.0,0.0,0.0,35.0,21.0,7.38,0.0,0.0,0.0,35.0,21.0
2018-01-14,34,7.61,0.0,0.0,0.0,34.0,23.0,7.61,0.0,0.0,0.0,34.0,23.0
2018-01-15,28,8.95,0.04,0.0,1.0,48.0,21.0,8.95,0.04,0.0,1.0,48.0,21.0
2018-01-16,27,12.53,0.06,2.0,0.7,22.0,9.0,12.53,0.06,2.0,0.7,22.0,9.0
2018-01-17,35,5.14,0.0,1.2,0.0,28.0,7.0,5.14,0.0,1.2,0.0,28.0,7.0
2018-01-18,44,5.82,0.0,0.0,0.0,41.0,12.0,5.82,0.0,0.0,0.0,41.0,12.0
2018-01-19,48,5.82,0.0,0.0,0.0,45.0,21.0,5.82,0.0,0.0,0.0,45.0,21.0
2018-01-20,39,6.93,0.0,0.0,0.0,61.0,36.0,6.93,0.0,0.0,0.0,61.0,36.0
2018-01-21,40,13.42,0.0,0.0,0.0,66.0,59.0,13.42,0.0,0.0,0.0,66.0,59.0
2018-01-22,38,14.99,0.51,0.0,0.0,65.0,43.0,14.99,0.51,0.0,0.0,65.0,43.0
2018-01-23,32,11.41,0.0,0.0,0.0,53.0,38.0,11.41,0.0,0.0,0.0,53.0,38.0
2018-01-24,39,4.92,0.0,0.0,0.0,58.0,27.0,4.92,0.0,0.0,0.0,58.0,27.0
2018-01-25,38,5.37,0.0,0.0,0.0,64.0,27.0,5.37,0.0,0.0,0.0,64.0,27.0
2018-01-26,42,5.82,0.0,0.0,0.0,65.0,28.0,5.82,0.0,0.0,0.0,65.0,28.0
2018-01-27,31,4.92,0.71,0.0,0.0,59.0,44.0,4.92,0.71,0.0,0.0,59.0,44.0
2018-01-28,32,6.71,0.0,0.0,0.0,60.0,35.0,6.71,0.0,0.0,0.0,60.0,35.0
2018-01-29,41,9.84,0.0,0.0,0.0,50.0,26.0,9.84,0.0,0.0,0.0,50.0,26.0
2018-01-30,34,7.16,0.0,0.0,0.0,43.0,23.0,7.16,0.0,0.0,0.0,43.0,23.0
2018-01-31,47,10.29,0.0,0.0,0.0,67.0,29.0,10.29,0.0,0.0,0.0,67.0,29.0
2018-02-01,54,8.95,0.0,0.0,0.0,52.0,34.0,8.95,0.0,0.0,0.0,52.0,34.0
2018-02-02,46,9.17,0.0,0.0,0.0,39.0,25.0,9.17,0.0,0.0,0.0,39.0,25.0
2018-02-03,29,6.04,0.13,0.0,0.0,48.0,25.0,6.04,0.13,0.0,0.0,48.0,25.0
2018-02-04,28,8.5,0.01,0.0,0.0,59.0,27.0,8.5,0.01,0.0,0.0,59.0,27.0
2018-02-05,40,7.61,0.0,0.0,0.0,43.0,20.0,7.61,0.0,0.0,0.0,43.0,20.0
2018-02-06,42,10.74,0.81,0.0,0.0,43.0,32.0,10.74,0.81,0.0,0.0,43.0,32.0
2018-02-07,41,9.4,0.0,0.0,0.0,43.0,27.0,9.4,0.0,0.0,0.0,43.0,27.0
2018-02-08,31,3.58,0.0,0.0,0.0,50.0,24.0,3.58,0.0,0.0,0.0,50.0,24.0
2018-02-09,40,5.59,0.11,0.0,0.0,64.0,28.0,5.59,0.11,0.0,0.0,64.0,28.0
2018-02-10,39,6.26,0.38,0.0,0.0,54.0,38.0,6.26,0.38,0.0,0.0,54.0,38.0
2018-02-11,34,11.18,0.03,0.0,0.0,38.0,30.0,11.18,0.03,0.0,0.0,38.0,30.0
2018-02-12,20,10.74,0.0,0.0,0.0,46.0,27.0,10.74,0.0,0.0,0.0,46.0,27.0
2018-02-13,35,3.36,0.05,0.0,0.0,44.0,28.0,3.36,0.05,0.0,0.0,44.0,28.0
2018-02-14,37,6.49,0.18,0.0,0.0,58.0,42.0,6.49,0.18,0.0,0.0,58.0,42.0
2018-02-15,32,15.43,0.01,0.0,0.0,77.0,58.0,15.43,0.01,0.0,0.0,77.0,58.0
2018-02-16,44,12.97,0.0,0.0,0.0,69.0,43.0,12.97,0.0,0.0,0.0,69.0,43.0
2018-02-17,24,5.82,0.33,0.0,0.0,50.0,34.0,5.82,0.33,0.0,0.0,50.0,34.0
2018-02-18,45,5.82,0.0,0.0,0.0,51.0,33.0,5.82,0.0,0.0,0.0,51.0,33.0
2018-02-19,41,10.96,0.01,0.0,0.0,77.0,51.0,10.96,0.01,0.0,0.0,77.0,51.0
2018-02-20,39,13.2,0.15,0.0,0.0,81.0,60.0,13.2,0.15,0.0,0.0,81.0,60.0
2018-02-21,24,12.3,3.62,0.0,0.0,60.0,37.0,12.3,3.62,0.0,0.0,60.0,37.0
2018-02-22,26,7.16,1.59,0.0,0.0,47.0,37.0,7.16,1.59,0.0,0.0,47.0,37.0
2018-02-23,37,6.26,1.51,0.0,0.0,55.0,47.0,6.26,1.51,0.0,0.0,55.0,47.0
2018-02-24,34,8.5,1.56,0.0,0.0,72.0,52.0,8.5,1.56,0.0,0.0,72.0,52.0
2018-02-25,31,6.71,0.0,0.0,0.0,54.0,40.0,6.71,0.0,0.0,0.0,54.0,40.0
2018-02-26,22,2.68,0.0,0.0,0.0,63.0,35.0,2.68,0.0,0.0,0.0,63.0,35.0
2018-02-27,30,7.16,1.45,0.0,0.0,64.0,36.0,7.16,1.45,0.0,0.0,64.0,36.0
2018-02-28,40,5.82,2.11,0.0,0.0,63.0,52.0,5.82,2.11,0.0,0.0,63.0,52.0
2018-03-01,51,8.28,1.13,0.0,0.0,67.0,47.0,8.28,1.13,0.0,0.0,67.0,47.0
2018-03-02,41,6.93,0.0,0.0,0.0,60.0,39.0,6.93,0.0,0.0,0.0,60.0,39.0
2018-03-03,33,6.71,0.0,0.0,0.0,61.0,36.0,6.71,0.0,0.0,0.0,61.0,36.0
2018-03-04,20,5.59,0.16,0.0,0.0,56.0,39.0,5.59,0.16,0.0,0.0,56.0,39.0
2018-03-05,38,10.51,0.0,0.0,0.0,76.0,50.0,10.51,0.0,0.0,0.0,76.0,50.0
2018-03-06,47,15.66,0.0,0.0,0.0,64.0,37.0,15.66,0.0,0.0,0.0,64.0,37.0
2018-03-07,21,10.51,0.0,0.0,0.0,54.0,31.0,10.51,0.0,0.0,0.0,54.0,31.0
2018-03-08,30,6.93,0.0,0.0,0.0,59.0,31.0,6.93,0.0,0.0,0.0,59.0,31.0
2018-03-09,25,10.29,0.0,0.0,0.0,72.0,34.0,10.29,0.0,0.0,0.0,72.0,34.0
2018-03-10,40,8.05,0.56,0.0,0.0,72.0,53.0,8.05,0.56,0.0,0.0,72.0,53.0
2018-03-11,26,13.87,0.02,0.0,0.0,66.0,44.0,13.87,0.02,0.0,0.0,66.0,44.0
2018-03-12,24,10.29,0.0,0.0,0.0,58.0,36.0,10.29,0.0,0.0,0.0,58.0,36.0
2018-03-13,38,8.28,0.0,0.0,0.0,60.0,33.0,8.28,0.0,0.0,0.0,60.0,33.0
2018-03-14,37,4.92,0.0,0.0,0.0,63.0,32.0,4.92,0.0,0.0,0.0,63.0,32.0
2018-03-15,27,9.17,0.0,0.0,0.0,74.0,35.0,9.17,0.0,0.0,0.0,74.0,35.0
2018-03-16,34,8.5,0.0,0.0,0.0,76.0,54.0,8.5,0.0,0.0,0.0,76.0,54.0
2018-03-17,36,6.93,0.0,0.0,0.0,81.0,50.0,6.93,0.0,0.0,0.0,81.0,50.0
2018-03-18,38,9.62,0.31,0.0,0.0,61.0,48.0,9.62,0.31,0.0,0.0,61.0,48.0
2018-03-19,36,13.42,0.13,0.0,0.0,75.0,49.0,13.42,0.13,0.0,0.0,75.0,49.0
2018-03-20,34,14.32,0.0,0.0,0.0,59.0,47.0,14.32,0.0,0.0,0.0,59.0,47.0
2018-03-21,28,8.5,0.0,0.0,0.0,63.0,41.0,8.5,0.0,0.0,0.0,63.0,41.0
2018-03-22,31,6.04,0.0,0.0,0.0,69.0,37.0,6.04,0.0,0.0,0.0,69.0,37.0
2018-03-23,38,8.5,0.0,0.0,0.0,76.0,47.0,8.5,0.0,0.0,0.0,76.0,47.0
2018-03-24,37,12.75,0.0,0.0,0.0,79.0,59.0,12.75,0.0,0.0,0.0,79.0,59.0
2018-03-25,42,9.4,0.01,0.0,0.0,60.0,46.0,9.4,0.01,0.0,0.0,60.0,46.0
2018-03-26,42,9.84,0.0,0.0,0.0,82.0,49.0,9.84,0.0,0.0,0.0,82.0,49.0
2018-03-27,37,10.96,0.69,0.0,0.0,83.0,62.0,10.96,0.69,0.0,0.0,83.0,62.0
2018-03-28,33,6.26,0.84,0.0,0.0,65.0,58.0,6.26,0.84,0.0,0.0,65.0,58.0
2018-03-29,40,12.97,0.0,0.0,0.0,70.0,51.0,12.97,0.0,0.0,0.0,70.0,51.0
2018-03-30,38,6.71,0.0,0.0,0.0,66.0,43.0,6.71,0.0,0.0,0.0,66.0,43.0
2018-03-31,42,8.95,0.0,0.0,0.0,77.0,43.0,8.95,0.0,0.0,0.0,77.0,43.0
2018-04-01,44,8.95,0.0,0.0,0.0,64.0,43.0,8.95,0.0,0.0,0.0,64.0,43.0
2018-04-02,43,7.16,0.0,0.0,0.0,57.0,39.0,7.16,0.0,0.0,0.0,57.0,39.0
2018-04-03,28,15.66,0.41,0.0,0.0,83.0,44.0,15.66,0.41,0.0,0.0,83.0,44.0
2018-04-04,35,7.16,0.0,0.0,0.0,57.0,35.0,7.16,0.0,0.0,0.0,57.0,35.0
2018-04-05,35,4.7,0.03,0.0,0.0,60.0,37.0,4.7,0.03,0.0,0.0,60.0,37.0
2018-04-06,36,7.61,1.49,0.0,0.0,56.0,48.0,7.61,1.49,0.0,0.0,56.0,48.0
2018-04-07,22,10.07,0.03,0.0,0.0,48.0,31.0,10.07,0.03,0.0,0.0,48.0,31.0
2018-04-08,37,6.71,0.0,0.0,0.0,51.0,28.0,6.71,0.0,0.0,0.0,51.0,28.0
2018-04-09,50,6.04,0.0,0.0,0.0,62.0,36.0,6.04,0.0,0.0,0.0,62.0,36.0
2018-04-10,39,7.61,0.0,0.0,0.0,64.0,41.0,7.61,0.0,0.0,0.0,64.0,41.0
2018-04-11,39,8.95,0.0,0.0,0.0,76.0,39.0,8.95,0.0,0.0,0.0,76.0,39.0
2018-04-12,44,13.65,0.0,0.0,0.0,83.0,53.0,13.65,0.0,0.0,0.0,83.0,53.0
2018-04-13,43,12.75,1.52,0.0,0.0,78.0,59.0,12.75,1.52,0.0,0.0,78.0,59.0
2018-04-14,42,12.08,0.88,0.0,0.0,61.0,40.0,12.08,0.88,0.0,0.0,61.0,40.0
2018-04-15,34,14.32,0.0,0.0,0.0,51.0,39.0,14.32,0.0,0.0,0.0,51.0,39.0
2018-04-16,43,7.61,0.0,0.0,0.0,67.0,32.0,7.61,0.0,0.0,0.0,67.0,32.0
2018-04-17,45,10.74,0.0,0.0,0.0,85.0,42.0,10.74,0.0,0.0,0.0,85.0,42.0
2018-04-18,32,17.0,0.0,0.0,0.0,84.0,55.0,17.0,0.0,0.0,0.0,84.0,55.0
2018-04-19,26,10.51,0.0,0.0,0.0,62.0,43.0,10.51,0.0,0.0,0.0,62.0,43.0
2018-04-20,39,8.5,0.0,0.0,0.0,68.0,38.0,8.5,0.0,0.0,0.0,68.0,38.0
2018-04-21,36,7.61,0.63,0.0,0.0,73.0,46.0,7.61,0.63,0.0,0.0,73.0,46.0
2018-04-22,41,8.05,0.13,0.0,0.0,68.0,53.0,8.05,0.13,0.0,0.0,68.0,53.0
2018-04-23,48,7.61,0.0,0.0,0.0,63.0,52.0,7.61,0.0,0.0,0.0,63.0,52.0
2018-04-24,38,5.59,0.0,0.0,0.0,80.0,50.0,5.59,0.0,0.0,0.0,80.0,50.0
2018-04-25,37,6.71,0.57,0.0,0.0,73.0,53.0,6.71,0.57,0.0,0.0,73.0,53.0
2018-04-26,44,7.83,0.28,0.0,0.0,69.0,52.0,7.83,0.28,0.0,0.0,69.0,52.0
2018-04-27,33,8.28,0.0,0.0,0.0,78.0,50.0,8.28,0.0,0.0,0.0,78.0,50.0
2018-04-28,26,6.71,0.0,0.0,0.0,84.0,47.0,6.71,0.0,0.0,0.0,84.0,47.0
2018-04-29,29,8.05,0.0,0.0,0.0,71.0,48.0,8.05,0.0,0.0,0.0,71.0,48.0
2018-04-30,37,7.16,0.0,0.0,0.0,80.0,48.0,7.16,0.0,0.0,0.0,80.0,48.0
2018-05-01,47,8.95,0.0,0.0,0.0,83.0,56.0,8.95,0.0,0.0,0.0,83.0,56.0
2018-05-02,26,8.5,0.0,0.0,0.0,84.0,61.0,8.5,0.0,0.0,0.0,84.0,61.0
2018-05-03,56,10.74,0.19,0.0,0.0,82.0,66.0,10.74,0.19,0.0,0.0,82.0,66.0
2018-05-04,39,7.61,0.07,0.0,0.0,76.0,65.0,7.61,0.07,0.0,0.0,76.0,65.0
2018-05-05,37,5.82,0.02,0.0,0.0,82.0,61.0,5.82,0.02,0.0,0.0,82.0,61.0
2018-05-06,43,8.5,0.0,0.0,0.0,88.0,57.0,8.5,0.0,0.0,0.0,88.0,57.0
2018-05-07,40,4.47,0.0,0.0,0.0,88.0,58.0,4.47,0.0,0.0,0.0,88.0,58.0
2018-05-08,41,4.92,0.0,0.0,0.0,91.0,61.0,4.92,0.0,0.0,0.0,91.0,61.0
2018-05-09,46,10.74,0.0,0.0,0.0,89.0,66.0,10.74,0.0,0.0,0.0,89.0,66.0
2018-05-10,40,7.38,0.0,0.0,0.0,88.0,61.0,7.38,0.0,0.0,0.0,88.0,61.0
2018-05-11,37,11.41,0.0,0.0,0.0,89.0,64.0,11.41,0.0,0.0,0.0,89.0,64.0
2018-05-12,48,8.05,0.0,0.0,0.0,89.0,64.0,8.05,0.0,0.0,0.0,89.0,64.0
2018-05-13,29,6.26,0.0,0.0,0.0,91.0,64.0,6.26,0.0,0.0,0.0,91.0,64.0
2018-05-14,38,6.93,0.0,0.0,0.0,92.0,68.0,6.93,0.0,0.0,0.0,92.0,68.0
2018-05-15,39,5.37,0.0,0.0,0.0,86.0,67.0,5.37,0.0,0.0,0.0,86.0,67.0
2018-05-16,40,5.82,0.13,0.0,0.0,90.0,66.0,5.82,0.13,0.0,0.0,90.0,66.0
